Exercise_Name,BodyPart,Target_Muscle,Equipment,Level,Goal,Image_URL,Instructions
Mountain Climbers Var-401,abs,core,body weight,Advanced,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 401. Ensure proper form and controlled breathing.
Lunges Var-402,legs,glutes,body weight,Advanced,Body Building,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Lunges variation number 402. Ensure proper form and controlled breathing.
Deadlift Var-403,back,hamstrings,barbell,Intermediate,Body Building,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 403. Ensure proper form and controlled breathing.
Burpees Var-404,full body,cardio,body weight,Advanced,Fitness,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 404. Ensure proper form and controlled breathing.
Lunges Var-405,legs,glutes,body weight,Advanced,Body Building,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Lunges variation number 405. Ensure proper form and controlled breathing.
Plank Var-406,abs,core,body weight,Beginner,Muscle Gain,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 406. Ensure proper form and controlled breathing.
Push Up Var-407,chest,pecs,body weight,Intermediate,Muscle Gain,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 407. Ensure proper form and controlled breathing.
Plank Var-408,abs,core,body weight,Advanced,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 408. Ensure proper form and controlled breathing.
Deadlift Var-409,back,hamstrings,barbell,Beginner,Weight Loss,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 409. Ensure proper form and controlled breathing.
Lunges Var-410,legs,glutes,body weight,Advanced,Muscle Gain,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Lunges variation number 410. Ensure proper form and controlled breathing.
Bicep Curl Var-411,arms,biceps,dumbbell,Advanced,Weight Loss,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 411. Ensure proper form and controlled breathing.
Shoulder Press Var-412,shoulders,delts,dumbbell,Beginner,Fitness,https://images.unsplash.com/photo-1541534741688-6078c64b52d2?auto=format&fit=crop&q=80&w=600,Perform Shoulder Press variation number 412. Ensure proper form and controlled breathing.
Push Up Var-413,chest,pecs,body weight,Advanced,Weight Loss,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 413. Ensure proper form and controlled breathing.
Pull Up Var-414,back,lats,body weight,Advanced,Body Building,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Pull Up variation number 414. Ensure proper form and controlled breathing.
Deadlift Var-415,back,hamstrings,barbell,Beginner,Body Building,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 415. Ensure proper form and controlled breathing.
Deadlift Var-416,back,hamstrings,barbell,Advanced,Muscle Gain,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 416. Ensure proper form and controlled breathing.
Squat Var-417,legs,quads,barbell,Advanced,Weight Loss,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Squat variation number 417. Ensure proper form and controlled breathing.
Shoulder Press Var-418,shoulders,delts,dumbbell,Advanced,Body Building,https://images.unsplash.com/photo-1541534741688-6078c64b52d2?auto=format&fit=crop&q=80&w=600,Perform Shoulder Press variation number 418. Ensure proper form and controlled breathing.
Lunges Var-419,legs,glutes,body weight,Beginner,Muscle Gain,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Lunges variation number 419. Ensure proper form and controlled breathing.
Bicep Curl Var-420,arms,biceps,dumbbell,Beginner,Weight Loss,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 420. Ensure proper form and controlled breathing.
Burpees Var-421,full body,cardio,body weight,Intermediate,Weight Loss,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 421. Ensure proper form and controlled breathing.
Deadlift Var-422,back,hamstrings,barbell,Advanced,Weight Loss,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 422. Ensure proper form and controlled breathing.
Squat Var-423,legs,quads,barbell,Beginner,Muscle Gain,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Squat variation number 423. Ensure proper form and controlled breathing.
Mountain Climbers Var-424,abs,core,body weight,Intermediate,Weight Loss,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 424. Ensure proper form and controlled breathing.
Mountain Climbers Var-425,abs,core,body weight,Beginner,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 425. Ensure proper form and controlled breathing.
Lunges Var-426,legs,glutes,body weight,Beginner,Fitness,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Lunges variation number 426. Ensure proper form and controlled breathing.
Burpees Var-427,full body,cardio,body weight,Intermediate,Weight Loss,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 427. Ensure proper form and controlled breathing.
Shoulder Press Var-428,shoulders,delts,dumbbell,Intermediate,Fitness,https://images.unsplash.com/photo-1541534741688-6078c64b52d2?auto=format&fit=crop&q=80&w=600,Perform Shoulder Press variation number 428. Ensure proper form and controlled breathing.
Squat Var-429,legs,quads,barbell,Beginner,Body Building,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Squat variation number 429. Ensure proper form and controlled breathing.
Burpees Var-430,full body,cardio,body weight,Advanced,Muscle Gain,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 430. Ensure proper form and controlled breathing.
Lunges Var-431,legs,glutes,body weight,Beginner,Fitness,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Lunges variation number 431. Ensure proper form and controlled breathing.
Push Up Var-432,chest,pecs,body weight,Advanced,Muscle Gain,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 432. Ensure proper form and controlled breathing.
Burpees Var-433,full body,cardio,body weight,Advanced,Muscle Gain,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 433. Ensure proper form and controlled breathing.
Bicep Curl Var-434,arms,biceps,dumbbell,Intermediate,Body Building,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 434. Ensure proper form and controlled breathing.
Plank Var-435,abs,core,body weight,Intermediate,Muscle Gain,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 435. Ensure proper form and controlled breathing.
Plank Var-436,abs,core,body weight,Intermediate,Muscle Gain,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 436. Ensure proper form and controlled breathing.
Pull Up Var-437,back,lats,body weight,Intermediate,Body Building,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Pull Up variation number 437. Ensure proper form and controlled breathing.
Pull Up Var-438,back,lats,body weight,Beginner,Body Building,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Pull Up variation number 438. Ensure proper form and controlled breathing.
Mountain Climbers Var-439,abs,core,body weight,Beginner,Weight Loss,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 439. Ensure proper form and controlled breathing.
Deadlift Var-440,back,hamstrings,barbell,Beginner,Body Building,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 440. Ensure proper form and controlled breathing.
Push Up Var-441,chest,pecs,body weight,Beginner,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 441. Ensure proper form and controlled breathing.
Shoulder Press Var-442,shoulders,delts,dumbbell,Intermediate,Body Building,https://images.unsplash.com/photo-1541534741688-6078c64b52d2?auto=format&fit=crop&q=80&w=600,Perform Shoulder Press variation number 442. Ensure proper form and controlled breathing.
Shoulder Press Var-443,shoulders,delts,dumbbell,Advanced,Fitness,https://images.unsplash.com/photo-1541534741688-6078c64b52d2?auto=format&fit=crop&q=80&w=600,Perform Shoulder Press variation number 443. Ensure proper form and controlled breathing.
Burpees Var-444,full body,cardio,body weight,Intermediate,Weight Loss,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 444. Ensure proper form and controlled breathing.
Squat Var-445,legs,quads,barbell,Beginner,Body Building,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Squat variation number 445. Ensure proper form and controlled breathing.
Shoulder Press Var-446,shoulders,delts,dumbbell,Beginner,Body Building,https://images.unsplash.com/photo-1541534741688-6078c64b52d2?auto=format&fit=crop&q=80&w=600,Perform Shoulder Press variation number 446. Ensure proper form and controlled breathing.
Plank Var-447,abs,core,body weight,Intermediate,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 447. Ensure proper form and controlled breathing.
Mountain Climbers Var-448,abs,core,body weight,Beginner,Muscle Gain,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 448. Ensure proper form and controlled breathing.
Squat Var-449,legs,quads,barbell,Beginner,Muscle Gain,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Squat variation number 449. Ensure proper form and controlled breathing.
Lunges Var-450,legs,glutes,body weight,Advanced,Muscle Gain,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Lunges variation number 450. Ensure proper form and controlled breathing.
Bicep Curl Var-451,arms,biceps,dumbbell,Advanced,Muscle Gain,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 451. Ensure proper form and controlled breathing.
Burpees Var-452,full body,cardio,body weight,Advanced,Muscle Gain,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 452. Ensure proper form and controlled breathing.
Burpees Var-453,full body,cardio,body weight,Beginner,Muscle Gain,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 453. Ensure proper form and controlled breathing.
Burpees Var-454,full body,cardio,body weight,Advanced,Weight Loss,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 454. Ensure proper form and controlled breathing.
Push Up Var-455,chest,pecs,body weight,Advanced,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 455. Ensure proper form and controlled breathing.
Burpees Var-456,full body,cardio,body weight,Intermediate,Muscle Gain,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 456. Ensure proper form and controlled breathing.
Burpees Var-457,full body,cardio,body weight,Advanced,Fitness,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 457. Ensure proper form and controlled breathing.
Lunges Var-458,legs,glutes,body weight,Advanced,Muscle Gain,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Lunges variation number 458. Ensure proper form and controlled breathing.
Deadlift Var-459,back,hamstrings,barbell,Advanced,Weight Loss,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 459. Ensure proper form and controlled breathing.
Bicep Curl Var-460,arms,biceps,dumbbell,Intermediate,Weight Loss,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 460. Ensure proper form and controlled breathing.
Push Up Var-461,chest,pecs,body weight,Intermediate,Weight Loss,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 461. Ensure proper form and controlled breathing.
Deadlift Var-462,back,hamstrings,barbell,Intermediate,Muscle Gain,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 462. Ensure proper form and controlled breathing.
Plank Var-463,abs,core,body weight,Advanced,Body Building,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 463. Ensure proper form and controlled breathing.
